Date,HighTemp,Precip,NumFires
11/28/2015,64,0.02,92
11/29/2015,49,0,103
11/30/2015,47,0,124
12/1/2015,51,0.33,103
12/2/2015,57,0.14,94
12/3/2015,55,0,93
12/4/2015,51,0,126
12/5/2015,51,0,142
12/6/2015,53,0,153
12/7/2015,54,0,103
12/8/2015,49,0,92
12/9/2015,55,0,103
12/10/2015,60,0,97
12/11/2015,61,0,110
12/12/2015,66,0,134
12/13/2015,67,0,108
12/14/2015,67,0.33,82
12/15/2015,68,0.09,89
12/16/2015,53,0.04,102
12/17/2015,59,1.21,85
12/18/2015,57,0,100
12/19/2015,40,0,134
12/20/2015,43,0,142
12/21/2015,56,0,120
12/22/2015,62,0.19,102
12/23/2015,64,1.55,105
12/24/2015,72,0.01,151
12/25/2015,66,0.01,168
12/26/2015,59,0,105
12/27/2015,61,0.12,99
12/28/2015,46,0.03,100
12/29/2015,46,0.45,108
12/30/2015,48,0.19,90
12/31/2015,48,0.03,135
1/1/2016,42,0,142
1/2/2016,40,0,93
1/3/2016,45,0,116
1/4/2016,36,0,110
1/5/2016,29,0,123
1/6/2016,41,0,123
1/7/2016,46,0,114
1/8/2016,46,0,98
1/9/2016,47,0,122
1/10/2016,59,1.8,92
1/11/2016,40,0,109
1/12/2016,44,0,93
1/13/2016,30,0,113
1/14/2016,38,0,108
1/15/2016,51,0,122
1/16/2016,52,0.24,93
1/17/2016,42,0.05,103
1/18/2016,31,0,129
1/19/2016,28,0,92
1/20/2016,37,0,86
1/21/2016,36,0,84
1/22/2016,30,0.01,113
1/23/2016,27,2.31,137
1/24/2016,35,0,150
1/25/2016,39,0,297
1/26/2016,48,0,300
1/27/2016,47,0,228
1/28/2016,42,0,216
1/29/2016,41,0,134
1/30/2016,39,0,130
1/31/2016,56,0,122
2/1/2016,59,0.01,127
2/2/2016,50,0,119
2/3/2016,59,0.73,153
2/4/2016,59,0,91
2/5/2016,44,0.53,140
2/6/2016,40,0,118
2/7/2016,47,0,136
2/8/2016,39,0.05,104
2/9/2016,36,0,119
2/10/2016,39,0.01,111
2/11/2016,31,0,93
2/12/2016,27,0,110
2/13/2016,22,0,127
2/14/2016,15,0,169
2/15/2016,35,0.44,186
2/16/2016,54,1.01,188
2/17/2016,39,0,110
2/18/2016,36,0,92
2/19/2016,39,0,127
2/20/2016,61,0,119
2/21/2016,55,0.03,106
2/22/2016,52,0,117
2/23/2016,40,0.3,89
2/24/2016,60,1.22,112
2/25/2016,61,0.02,89
2/26/2016,39,0,92
2/27/2016,41,0,119
2/28/2016,60,0,127
2/29/2016,61,0.05,112
3/1/2016,52,0,115
3/2/2016,55,0.14,98
3/3/2016,36,0,118
3/4/2016,39,0.11,124
3/5/2016,41,0,109
3/6/2016,44,0,139
3/7/2016,60,0,112
3/8/2016,67,0,102
3/9/2016,77,0,110
3/10/2016,79,0,110
3/11/2016,68,0.06,120
3/12/2016,59,0,128
3/13/2016,62,0,138
3/14/2016,51,0.29,107
3/15/2016,57,0,86
3/16/2016,65,0.02,94
3/17/2016,63,0,105
3/18/2016,57,0,109
3/19/2016,46,0,114
3/20/2016,43,0.07,128
3/21/2016,50,0.06,124
3/22/2016,56,0,112
3/23/2016,71,0,123
3/24/2016,55,0,109
3/25/2016,72,0.04,128
3/26/2016,55,0,143
3/27/2016,55,0,137
3/28/2016,62,0.38,97
3/29/2016,53,0,118
3/30/2016,56,0,117
3/31/2016,73,0,101
4/1/2016,79,0.02,94
4/2/2016,61,0.16,96
4/3/2016,50,0.09,115
4/4/2016,45,0.47,112
4/5/2016,43,0,100
4/6/2016,48,0,103
4/7/2016,58,0.09,108
4/8/2016,50,0.01,114
4/9/2016,43,0.11,110
4/10/2016,50,0,126
4/11/2016,65,0.01,101
4/12/2016,59,0.2,94
4/13/2016,58,0,138
4/14/2016,62,0,125
4/15/2016,65,0,120
4/16/2016,68,0,149
4/17/2016,75,0,164
4/18/2016,82,0,151
4/19/2016,73,0,159
4/20/2016,69,0,153
4/21/2016,73,0,139
4/22/2016,79,0,238
4/23/2016,71,0.16,93
4/24/2016,68,0,179
4/25/2016,69,0,110
4/26/2016,60,0.24,64
4/27/2016,62,0,93
4/28/2016,59,0,93
4/29/2016,58,0.05,118
4/30/2016,65,0,129
5/1/2016,51,0.16,110
5/2/2016,60,0.04,83
5/3/2016,56,0.61,87
5/4/2016,52,0.01,70
5/5/2016,57,0,84
5/6/2016,54,0.54,84
5/7/2016,60,0,90
5/8/2016,66,0.16,114
5/9/2016,72,0,101
5/10/2016,63,0,111
5/11/2016,76,0,94
5/12/2016,80,0,115
5/13/2016,65,0.25,117
5/14/2016,73,0,97
5/15/2016,59,0,136
5/16/2016,66,0,142
5/17/2016,64,0,105
5/18/2016,68,0,101
5/19/2016,73,0,110
5/20/2016,76,0,139
5/21/2016,66,0.04,113
5/22/2016,70,0.09,101
5/23/2016,78,0.02,94
5/24/2016,73,0.18,93
5/25/2016,88,0,138
5/26/2016,90,0,137
5/27/2016,87,0,108
5/28/2016,92,0,105
5/29/2016,87,0,122
5/30/2016,82,1.65,130
5/31/2016,85,0,91
6/1/2016,83,0,96
6/2/2016,78,0,98
6/3/2016,70,0.04,69
6/4/2016,83,0.4,104
6/5/2016,71,0.91,98
6/6/2016,83,0,86
6/7/2016,85,0,78
6/8/2016,67,0.45,92
6/9/2016,71,0,102
6/10/2016,77,0,126
6/11/2016,88,0,96
6/12/2016,83,0,179
6/13/2016,74,0,140
6/14/2016,79,0,113
6/15/2016,85,0,123
6/16/2016,74,0.22,108
6/17/2016,78,0,99
6/18/2016,87,0,114
6/19/2016,88,0,125
6/20/2016,84,0,106
6/21/2016,87,0,148
6/22/2016,86,0,161
6/23/2016,83,0,96
6/24/2016,84,0,109
6/25/2016,86,0,135
6/26/2016,87,0,128
6/27/2016,83,0.45,122
6/28/2016,76,0.12,71
6/29/2016,83,0.01,96
6/30/2016,85,0,112
